GENE_NAME	BLAST_ID	CONTIG	START	STOP	FRAMESHIFTS_BLAST	INFRAME_STOPS_BLAST	FRAMESHIFTS_MINIPROT	INFRAME_STOPS_MINIPROT	EXON	CONTIG_TYPE	GENE_TYPE	ANNOTATION	HAP	SPECIES
CA_2_hap2_JBHOJD010001800.1_158211-158487:-	CA_2_hap2_JBHOJD010001800.1_158211-158487:-	CA_2_hap2_JBHOJD010001800.1	158211	158487	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001800.1_181686-181964:-_CA_2_hap2_JBHOJD010001800.1_182744-183012:-	CA_2_hap2_JBHOJD010001800.1_181686-181964:-	CA_2_hap2_JBHOJD010001800.1	181686	181964	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001800.1_181686-181964:-_CA_2_hap2_JBHOJD010001800.1_182744-183012:-	CA_2_hap2_JBHOJD010001800.1_182744-183012:-	CA_2_hap2_JBHOJD010001800.1	182744	183012	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_20624-20905:-	CA_2_hap2_JBHOJD010001945.1_20624-20905:-	CA_2_hap2_JBHOJD010001945.1	20624	20905	3	0	1	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_48416-48684:._CA_2_hap2_JBHOJD010001945.1_49464-49740:.	CA_2_hap2_JBHOJD010001945.1_48416-48684:.	CA_2_hap2_JBHOJD010001945.1	48416	48684	1	0	1	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_48416-48684:._CA_2_hap2_JBHOJD010001945.1_49464-49740:.	CA_2_hap2_JBHOJD010001945.1_49464-49740:.	CA_2_hap2_JBHOJD010001945.1	49464	49740	4	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_73984-74265:-	CA_2_hap2_JBHOJD010001945.1_73984-74265:-	CA_2_hap2_JBHOJD010001945.1	73984	74265	2	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_212335-212611:.	CA_2_hap2_JBHOJD010001945.1_212335-212611:.	CA_2_hap2_JBHOJD010001945.1	212335	212611	4	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010001945.1_236677-236959:-	CA_2_hap2_JBHOJD010001945.1_236677-236959:-	CA_2_hap2_JBHOJD010001945.1	236677	236959	2	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002074.1_87105-87385:.	CA_2_hap2_JBHOJD010002074.1_87105-87385:.	CA_2_hap2_JBHOJD010002074.1	87105	87385	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002111.1_26231-26498:-	CA_2_hap2_JBHOJD010002111.1_26231-26498:-	CA_2_hap2_JBHOJD010002111.1	26231	26498	1	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002111.1_35603-35877:.	CA_2_hap2_JBHOJD010002111.1_35603-35877:.	CA_2_hap2_JBHOJD010002111.1	35603	35877	0	1	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002421.1_4193-4475:-	CA_2_hap2_JBHOJD010002421.1_4193-4475:-	CA_2_hap2_JBHOJD010002421.1	4193	4475	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002421.1_28187-28463:-	CA_2_hap2_JBHOJD010002421.1_28187-28463:-	CA_2_hap2_JBHOJD010002421.1	28187	28463	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002421.1_51553-51829:-	CA_2_hap2_JBHOJD010002421.1_51553-51829:-	CA_2_hap2_JBHOJD010002421.1	51553	51829	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002934.1_48577-48855:.	CA_2_hap2_JBHOJD010002934.1_48577-48855:.	CA_2_hap2_JBHOJD010002934.1	48577	48855	3	0	1	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002950.1_22077-22353:-	CA_2_hap2_JBHOJD010002950.1_22077-22353:-	CA_2_hap2_JBHOJD010002950.1	22077	22353	3	0	2	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002950.1_45165-45441:-_CA_2_hap2_JBHOJD010002950.1_46221-46489:-	CA_2_hap2_JBHOJD010002950.1_45165-45441:-	CA_2_hap2_JBHOJD010002950.1	45165	45441	3	0	0	1	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CA_2_hap2_JBHOJD010002950.1_45165-45441:-_CA_2_hap2_JBHOJD010002950.1_46221-46489:-	CA_2_hap2_JBHOJD010002950.1_46221-46489:-	CA_2_hap2_JBHOJD010002950.1	46221	46489	1	0	0	1	EXON2	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CA_2_hap2	HF_W
CY_8788_hap1_h1tg000155l_172435-172694:-	CY_8788_hap1_h1tg000155l_172435-172694:-	CY_8788#1#h1tg000155l	172435	172694	4	1	NA	NA	EXON3	Uncertain	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg000337l_467283-467559:.	CY_8788_hap1_h1tg000337l_467283-467559:.	CY_8788#1#h1tg000337l	467283	467559	2	0	2	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg000337l_477821-478087:._CY_8788_hap1_h1tg000337l_479226-479503:.	CY_8788_hap1_h1tg000337l_477821-478087:.	CY_8788#1#h1tg000337l	477821	478087	0	0	0	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg000337l_477821-478087:._CY_8788_hap1_h1tg000337l_479226-479503:.	CY_8788_hap1_h1tg000337l_479226-479503:.	CY_8788#1#h1tg000337l	479226	479503	0	0	0	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg000337l_597254-597530:.	CY_8788_hap1_h1tg000337l_597254-597530:.	CY_8788#1#h1tg000337l	597254	597530	2	0	2	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg000339l_231349-231582:-	CY_8788_hap1_h1tg000339l_231349-231582:-	CY_8788#1#h1tg000339l	231349	231582	3	1	NA	NA	EXON3	Uncertain	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_20114-20380:._CY_8788_hap1_h1tg001017l_21696-21973:.	CY_8788_hap1_h1tg001017l_20114-20380:.	CY_8788#1#h1tg001017l	20114	20380	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_20114-20380:._CY_8788_hap1_h1tg001017l_21696-21973:.	CY_8788_hap1_h1tg001017l_21696-21973:.	CY_8788#1#h1tg001017l	21696	21973	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_37376-37653:-_CY_8788_hap1_h1tg001017l_38549-38815:-	CY_8788_hap1_h1tg001017l_37376-37653:-	CY_8788#1#h1tg001017l	37376	37653	0	0	0	1	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_37376-37653:-_CY_8788_hap1_h1tg001017l_38549-38815:-	CY_8788_hap1_h1tg001017l_38549-38815:-	CY_8788#1#h1tg001017l	38549	38815	0	0	0	1	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_45107-45384:-_CY_8788_hap1_h1tg001017l_46274-46540:-	CY_8788_hap1_h1tg001017l_45107-45384:-	CY_8788#1#h1tg001017l	45107	45384	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap1_h1tg001017l_45107-45384:-_CY_8788_hap1_h1tg001017l_46274-46540:-	CY_8788_hap1_h1tg001017l_46274-46540:-	CY_8788#1#h1tg001017l	46274	46540	0	0	0	0	EXON2	Core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#1	CY
CY_8788_hap2_h2tg000093l_4269780-4270039:._CY_8788_hap2_h2tg000244l_264923-265156:-	CY_8788_hap2_h2tg000093l_4269780-4270039:.	CY_8788#2#h2tg000093l	4269780	4270039	4	1	NA	NA	EXON3	Uncertain	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000093l_4269780-4270039:._CY_8788_hap2_h2tg000244l_264923-265156:-	CY_8788_hap2_h2tg000244l_264923-265156:-	CY_8788#2#h2tg000244l	264923	265156	3	1	NA	NA	EXON3	Uncertain	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000338l_223357-223633:-	CY_8788_hap2_h2tg000338l_223357-223633:-	CY_8788#2#h2tg000338l	223357	223633	2	0	1	0	EXON3	Not_core	Potential_pseudogene	MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000338l_335540-335817:-_CY_8788_hap2_h2tg000338l_336956-337222:-	CY_8788_hap2_h2tg000338l_335540-335817:-	CY_8788#2#h2tg000338l	335540	335817	0	0	1	0	EXON3	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000338l_335540-335817:-_CY_8788_hap2_h2tg000338l_336956-337222:-	CY_8788_hap2_h2tg000338l_336956-337222:-	CY_8788#2#h2tg000338l	336956	337222	0	0	1	0	EXON2	Not_core	Potential_coding_gene	MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000338l_347496-347772:-	CY_8788_hap2_h2tg000338l_347496-347772:-	CY_8788#2#h2tg000338l	347496	347772	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#2	CY
CY_8788_hap2_h2tg000451l_689996-690229:-	CY_8788_hap2_h2tg000451l_689996-690229:-	CY_8788#2#h2tg000451l	689996	690229	1	1	NA	NA	EXON2	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	CY_8788#2	CY
HMRG_6371_1_h1tg000020l_670930-671205:.	HMRG_6371_1_h1tg000020l_670930-671205:.	HMRG_6371#1#h1tg000020l	670930	671205	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_679112-679387:-	HMRG_6371_1_h1tg000020l_679112-679387:-	HMRG_6371#1#h1tg000020l	679112	679387	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_799541-799815:.	HMRG_6371_1_h1tg000020l_799541-799815:.	HMRG_6371#1#h1tg000020l	799541	799815	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_829667-829942:.	HMRG_6371_1_h1tg000020l_829667-829942:.	HMRG_6371#1#h1tg000020l	829667	829942	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_838911-839186:.	HMRG_6371_1_h1tg000020l_838911-839186:.	HMRG_6371#1#h1tg000020l	838911	839186	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_861618-861893:-	HMRG_6371_1_h1tg000020l_861618-861893:-	HMRG_6371#1#h1tg000020l	861618	861893	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_1006759-1007032:-	HMRG_6371_1_h1tg000020l_1006759-1007032:-	HMRG_6371#1#h1tg000020l	1006759	1007032	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_1050737-1051010:.	HMRG_6371_1_h1tg000020l_1050737-1051010:.	HMRG_6371#1#h1tg000020l	1050737	1051010	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_1118709-1118984:.	HMRG_6371_1_h1tg000020l_1118709-1118984:.	HMRG_6371#1#h1tg000020l	1118709	1118984	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000020l_1123907-1124180:-	HMRG_6371_1_h1tg000020l_1123907-1124180:-	HMRG_6371#1#h1tg000020l	1123907	1124180	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_406016-406291:.	HMRG_6371_1_h1tg000029l_406016-406291:.	HMRG_6371#1#h1tg000029l	406016	406291	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_445597-445872:-	HMRG_6371_1_h1tg000029l_445597-445872:-	HMRG_6371#1#h1tg000029l	445597	445872	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_682345-682620:-	HMRG_6371_1_h1tg000029l_682345-682620:-	HMRG_6371#1#h1tg000029l	682345	682620	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_726428-726703:.	HMRG_6371_1_h1tg000029l_726428-726703:.	HMRG_6371#1#h1tg000029l	726428	726703	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_937921-938195:.	HMRG_6371_1_h1tg000029l_937921-938195:.	HMRG_6371#1#h1tg000029l	937921	938195	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1067519-1067794:.	HMRG_6371_1_h1tg000029l_1067519-1067794:.	HMRG_6371#1#h1tg000029l	1067519	1067794	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1190158-1190433:.	HMRG_6371_1_h1tg000029l_1190158-1190433:.	HMRG_6371#1#h1tg000029l	1190158	1190433	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1266484-1266759:.	HMRG_6371_1_h1tg000029l_1266484-1266759:.	HMRG_6371#1#h1tg000029l	1266484	1266759	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1435263-1435537:-	HMRG_6371_1_h1tg000029l_1435263-1435537:-	HMRG_6371#1#h1tg000029l	1435263	1435537	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1557325-1557600:.	HMRG_6371_1_h1tg000029l_1557325-1557600:.	HMRG_6371#1#h1tg000029l	1557325	1557600	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1693042-1693317:-	HMRG_6371_1_h1tg000029l_1693042-1693317:-	HMRG_6371#1#h1tg000029l	1693042	1693317	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1798347-1798621:-	HMRG_6371_1_h1tg000029l_1798347-1798621:-	HMRG_6371#1#h1tg000029l	1798347	1798621	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_1935496-1935771:.	HMRG_6371_1_h1tg000029l_1935496-1935771:.	HMRG_6371#1#h1tg000029l	1935496	1935771	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2002303-2002577:-	HMRG_6371_1_h1tg000029l_2002303-2002577:-	HMRG_6371#1#h1tg000029l	2002303	2002577	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2162523-2162798:-	HMRG_6371_1_h1tg000029l_2162523-2162798:-	HMRG_6371#1#h1tg000029l	2162523	2162798	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2318641-2318916:-	HMRG_6371_1_h1tg000029l_2318641-2318916:-	HMRG_6371#1#h1tg000029l	2318641	2318916	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2365064-2365339:-	HMRG_6371_1_h1tg000029l_2365064-2365339:-	HMRG_6371#1#h1tg000029l	2365064	2365339	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2500903-2501177:-	HMRG_6371_1_h1tg000029l_2500903-2501177:-	HMRG_6371#1#h1tg000029l	2500903	2501177	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2568168-2568443:-	HMRG_6371_1_h1tg000029l_2568168-2568443:-	HMRG_6371#1#h1tg000029l	2568168	2568443	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2612465-2612739:.	HMRG_6371_1_h1tg000029l_2612465-2612739:.	HMRG_6371#1#h1tg000029l	2612465	2612739	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2648113-2648388:.	HMRG_6371_1_h1tg000029l_2648113-2648388:.	HMRG_6371#1#h1tg000029l	2648113	2648388	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2698674-2698949:-	HMRG_6371_1_h1tg000029l_2698674-2698949:-	HMRG_6371#1#h1tg000029l	2698674	2698949	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2788265-2788540:.	HMRG_6371_1_h1tg000029l_2788265-2788540:.	HMRG_6371#1#h1tg000029l	2788265	2788540	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000029l_2881571-2881845:-	HMRG_6371_1_h1tg000029l_2881571-2881845:-	HMRG_6371#1#h1tg000029l	2881571	2881845	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000031l_297738-298015:-	HMRG_6371_1_h1tg000031l_297738-298015:-	HMRG_6371#1#h1tg000031l	297738	298015	0	0	NA	NA	EXON3	Not_core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000031l_349756-350033:.	HMRG_6371_1_h1tg000031l_349756-350033:.	HMRG_6371#1#h1tg000031l	349756	350033	0	0	NA	NA	EXON3	Not_core	Potential_coding_gene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_47808-48083:.	HMRG_6371_1_h1tg000039l_47808-48083:.	HMRG_6371#1#h1tg000039l	47808	48083	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_147690-147965:-	HMRG_6371_1_h1tg000039l_147690-147965:-	HMRG_6371#1#h1tg000039l	147690	147965	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_167822-168097:.	HMRG_6371_1_h1tg000039l_167822-168097:.	HMRG_6371#1#h1tg000039l	167822	168097	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_198772-199047:-	HMRG_6371_1_h1tg000039l_198772-199047:-	HMRG_6371#1#h1tg000039l	198772	199047	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_295860-296134:-	HMRG_6371_1_h1tg000039l_295860-296134:-	HMRG_6371#1#h1tg000039l	295860	296134	3	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_379261-379536:-	HMRG_6371_1_h1tg000039l_379261-379536:-	HMRG_6371#1#h1tg000039l	379261	379536	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_510086-510361:.	HMRG_6371_1_h1tg000039l_510086-510361:.	HMRG_6371#1#h1tg000039l	510086	510361	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_643465-643740:.	HMRG_6371_1_h1tg000039l_643465-643740:.	HMRG_6371#1#h1tg000039l	643465	643740	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_682696-682971:-	HMRG_6371_1_h1tg000039l_682696-682971:-	HMRG_6371#1#h1tg000039l	682696	682971	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_764770-765045:-	HMRG_6371_1_h1tg000039l_764770-765045:-	HMRG_6371#1#h1tg000039l	764770	765045	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_876578-876853:.	HMRG_6371_1_h1tg000039l_876578-876853:.	HMRG_6371#1#h1tg000039l	876578	876853	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_953386-953661:.	HMRG_6371_1_h1tg000039l_953386-953661:.	HMRG_6371#1#h1tg000039l	953386	953661	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_961047-961322:-	HMRG_6371_1_h1tg000039l_961047-961322:-	HMRG_6371#1#h1tg000039l	961047	961322	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_993576-993851:.	HMRG_6371_1_h1tg000039l_993576-993851:.	HMRG_6371#1#h1tg000039l	993576	993851	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1001230-1001505:-	HMRG_6371_1_h1tg000039l_1001230-1001505:-	HMRG_6371#1#h1tg000039l	1001230	1001505	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1106479-1106754:.	HMRG_6371_1_h1tg000039l_1106479-1106754:.	HMRG_6371#1#h1tg000039l	1106479	1106754	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1152150-1152425:.	HMRG_6371_1_h1tg000039l_1152150-1152425:.	HMRG_6371#1#h1tg000039l	1152150	1152425	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1159786-1160061:-	HMRG_6371_1_h1tg000039l_1159786-1160061:-	HMRG_6371#1#h1tg000039l	1159786	1160061	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1251070-1251345:.	HMRG_6371_1_h1tg000039l_1251070-1251345:.	HMRG_6371#1#h1tg000039l	1251070	1251345	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000039l_1258811-1259086:-	HMRG_6371_1_h1tg000039l_1258811-1259086:-	HMRG_6371#1#h1tg000039l	1258811	1259086	2	0	NA	NA	EXON3	Not_core	Potential_pseudogene	NO_MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000058l_445937-446214:.	HMRG_6371_1_h1tg000058l_445937-446214:.	HMRG_6371#1#h1tg000058l	445937	446214	0	0	1	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	HMRG_6371#1	HM
HMRG_6371_1_h1tg000058l_448899-449176:-	HMRG_6371_1_h1tg000058l_448899-449176:-	HMRG_6371#1#h1tg000058l	448899	449176	0	0	0	0	EXON3	Core	Potential_coding_gene	MINIPROT_ANNOTATION	HMRG_6371#1	HM
